lga,state,event_name,agrn,cat_a,cat_b,cat_c,cat_d,severity,start_date,year
Gympie,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Hinchinbrook,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Hope Vale,Queensland,AGRN 1183 - Cook and Hope Vale Bushfires (20 September to 9 October 2024),1183,1,1,0,0,A/B,2024-09-20,2024
Ipswich,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Isaac,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Isaac,Queensland,Central Queensland Bushfires: from 22 November 2018,827,1,1,1,0,C/D,2018-11-22,2018
Isaac,Queensland,Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,2025-10-02,2025
Livingstone,Queensland,Central Queensland Bushfires: from 22 November 2018,827,1,1,1,0,C/D,2018-11-22,2018
Livingstone,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Livingstone,Queensland,Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,2025-10-02,2025
Lockyer Valley,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Lockyer Valley,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Logan,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Longreach,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Mackay,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Mackay,Queensland,Central Queensland Bushfires: from 22 November 2018,827,1,1,1,0,C/D,2018-11-22,2018
Mackay,Queensland,Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,2025-10-02,2025
McKinlay,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
McKinlay,Queensland,AGRN 1079 - Northern Queensland bushfres (18 October - 8 December 2023),1079,0,1,0,0,A/B,2023-10-18,2023
Maranoa,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Maranoa,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Maranoa,Queensland,AGRN 1165 - Mount Tabor Bushfire (22 September to 8 October 2024),1165,1,1,0,0,A/B,2024-09-22,2024
Maranoa,Queensland,AGRN 1251 - Darling Downs and Maranoa Bushfires (26 September - 14 October),1251,1,1,0,0,A/B,2025-09-26,2025
Mareeba,Queensland,Mareeba and Tablelands Bushfires: 17 September to 9 October 2018,832,1,1,0,0,A/B,2018-09-17,2018
Mareeba,Queensland,Queensland Bushfires: September - December 2019,909,1,1,0,0,A/B,2019-09-01,2019
Mareeba,Queensland,AGRN 1079 - Northern Queensland bushfres (18 October - 8 December 2023),1079,1,1,0,0,A/B,2023-10-18,2023
Mareeba,Queensland,AGRN 1181 - Silver Valley and Walsh Bluff Bushfires (13 to 24 November 2024),1181,1,1,0,0,A/B,2024-11-13,2024
Mareeba,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,2025-10-20,2025
Mount Isa,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Mount Isa,Queensland,AGRN 1115 - Mount Isa bushfire (23 October - 1 November 2023),1115,1,1,0,0,A/B,2023-10-23,2023
Mount Isa,Queensland,AGRN 1179 - Cloncurry and Mount Isa Bushfires (6 to 29 October 2024),1179,1,1,0,0,A/B,2024-10-06,2024
Murweh,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Noosa,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
North Burnett,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
North Burnett,Queensland,Queensland Bushfires: September - December 2019,909,1,1,0,0,A/B,2019-09-01,2019
North Burnett,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
North Burnett,Queensland,Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,2025-10-02,2025
Paroo,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Redland,Queensland,North Stradbroke Island bushfires: 29 December 2013,594,0,0,0,0,unknown,2013-12-29,2013
Redland,Queensland,Redland Bushfires: 28 November - 13 December 2018,828,1,1,0,0,A/B,2018-11-28,2018
Redland,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,0,C/D,2019-09-01,2019
Richmond,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Richmond,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,2025-10-20,2025
Rockhampton,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Rockhampton,Queensland,Central Queensland Bushfires: from 22 November 2018,827,1,1,1,0,C/D,2018-11-22,2018
Rockhampton,Queensland,Queensland Bushfires: September - December 2019,909,1,1,0,0,A/B,2019-09-01,2019
Rockhampton,Queensland,Central Queensland Bushfires (2-27 October 2025),1255,1,1,0,0,A/B,2025-10-02,2025
Scenic Rim,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Scenic Rim,Queensland,AGRN 957 - Kooralbyn Bushfire (12-19 October 2020),957,0,1,0,0,A/B,2020-10-12,2020
Scenic Rim,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Somerset,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Somerset,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
South Burnett,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
South Burnett,Queensland,Queensland Bushfires: September - December 2019,909,1,1,0,0,A/B,2019-09-01,2019
South Burnett,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,0,1,1,1,C/D,2023-09-08,2023
Southern Downs,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Southern Downs,Queensland,Wallangarra Bushfires: 12 - 21 February 2019,872,1,1,0,0,A/B,2019-02-12,2019
Southern Downs,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Southern Downs,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Sunshine Coast,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Sunshine Coast,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Tablelands,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Tablelands,Queensland,Far Northern Queensland bushfires: October to December 2012,534,0,0,0,0,unknown,2012-10-01,2012
Tablelands,Queensland,Mareeba and Tablelands Bushfires: 17 September to 9 October 2018,832,1,1,0,0,A/B,2018-09-17,2018
Tablelands,Queensland,AGRN 1079 - Northern Queensland bushfres (18 October - 8 December 2023),1079,1,1,0,0,A/B,2023-10-18,2023
Tablelands,Queensland,AGRN 1154 - North Queensland Bushfires (12 September - 15 November 2024),1154,1,1,0,0,A/B,2024-09-12,2024
Tablelands,Queensland,AGRN 1181 - Silver Valley and Walsh Bluff Bushfires (13 to 24 November 2024),1181,1,1,0,0,A/B,2024-11-13,2024
Tablelands,Queensland,AGRN 1268 - North Queensland Savanna Bushfires (20 October to 13 November 2025),1268,1,1,0,0,A/B,2025-10-20,2025
Toowoomba,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Toowoomba,Queensland,Queensland Bushfires: September - December 2019,909,1,1,1,1,C/D,2019-09-01,2019
Toowoomba,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Toowoomba,Queensland,AGRN 1080 - The Pines and Condamine Farms bushfire (19 November - 1 December 2023),1080,1,1,0,0,A/B,2023-11-19,2023
Toowoomba,Queensland,AGRN 1251 - Darling Downs and Maranoa Bushfires (26 September - 14 October),1251,1,1,0,0,A/B,2025-09-26,2025
Toowoomba,Queensland,AGRN 1253 - Weir River Bushfires (26 October to 7 November 2025),1253,1,1,0,0,A/B,2025-10-26,2025
Toowoomba,Queensland,AGRN 1254 - Inglewood Bushfires (10 to 17 November 2025),1254,1,1,0,0,A/B,2025-11-10,2025
Townsville,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Townsville,Queensland,Queensland Bushfires: September - December 2019,909,1,1,0,0,A/B,2019-09-01,2019
Townsville,Queensland,AGRN 958 - Gumlow Bushfire (21-26 November 2020),958,0,1,0,0,A/B,2020-11-21,2020
Townsville,Queensland,AGRN 1085 - Nome and Julago Bushfire (16 - 24 September 2023),1085,1,1,0,0,A/B,2023-09-16,2023
Western Downs,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Western Downs,Queensland,South West Queensland bushfire: December 2012,533,0,0,0,0,unknown,2012-12-01,2012
Western Downs,Queensland,AGRN 1048 - Western Downs Bushfire (30 January - March 2023),1048,1,1,0,0,A/B,2023-01-30,2023
Western Downs,Queensland,AGRN 1078 - Southern Queensland Bushfires (8 September - 7 November 2023),1078,1,1,1,1,C/D,2023-09-08,2023
Western Downs,Queensland,AGRN 1250 - Red Hill Bushfire (5-11 November 2025),1250,1,1,0,0,A/B,2025-11-05,2025
Western Downs,Queensland,AGRN 1251 - Darling Downs and Maranoa Bushfires (26 September - 14 October),1251,1,1,0,0,A/B,2025-09-26,2025
Western Downs,Queensland,AGRN 1253 - Weir River Bushfires (26 October to 7 November 2025),1253,1,1,0,0,A/B,2025-10-26,2025
Whitsunday,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Whitsunday,Queensland,Queensland Bushfires: September - December 2019,909,1,1,0,0,A/B,2019-09-01,2019
Winton,Queensland,Queensland bushfires: August to November 2011,458,0,0,0,0,unknown,2011-08-01,2011
Adelaide Hills,South Australia,Cherryville bushfire: 9 to 12 May 2013,562,0,0,0,0,unknown,2013-05-09,2013
Adelaide Hills,South Australia,Bushfires: January 2015,641,0,0,0,0,unknown,2015-01-02,2015
Adelaide Hills,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Adelaide Plains,South Australia,Lower Mid North Bushfire (Pinery): 25 November 2015,682,0,0,0,0,unknown,2015-11-25,2015
Barossa,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Barossa,South Australia,Bushfires: January 2015,641,0,0,0,0,unknown,2015-01-02,2015
Berri Barmera,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Ceduna,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Clare and Gilbert Valleys,South Australia,Lower Mid North Bushfire (Pinery): 25 November 2015,682,0,0,0,0,unknown,2015-11-25,2015
Kangaroo Island,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Karoonda East Murray,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Kingston,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Light,South Australia,Lower Mid North Bushfire (Pinery): 25 November 2015,682,0,0,0,0,unknown,2015-11-25,2015
Lower Eyre Peninsula,South Australia,Tulka bushfire: 11 November 2012,518,0,0,0,0,unknown,2012-11-11,2012
Lower Eyre Peninsula,South Australia,Coomunga bushfire: 20 November 2012,519,0,0,0,0,unknown,2012-11-20,2012
Lower Eyre Peninsula,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,0,0,A/B,2019-11-01,2019
Loxton Waikerie,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Mid Murray,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Mid Murray,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Mount Barker,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Mount Remarkable,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Murray Bridge,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Murray Bridge,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Northern Areas,South Australia,Bundaleer bushfire: 16 January 2013,541,0,0,0,0,unknown,2013-01-16,2013
Playford,South Australia,Bushfires: January 2015,641,0,0,0,0,unknown,2015-01-02,2015
Playford,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,0,0,A/B,2019-11-01,2019
Renmark Paringa,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Southern Mallee,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Southern Mallee,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Tatiara,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Tea Tree Gully,South Australia,Bushfires: January 2015,641,0,0,0,0,unknown,2015-01-02,2015
Coorong,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Coorong,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Wakefield,South Australia,Lower Mid North Bushfire (Pinery): 25 November 2015,682,0,0,0,0,unknown,2015-11-25,2015
Wattle Range,South Australia,Bushfires: January 2015,641,0,0,0,0,unknown,2015-01-02,2015
Yorke Peninsula,South Australia,South Australian bushfires: November 2019 onwards,877,1,1,1,1,C/D,2019-11-01,2019
Unincorporated SA,South Australia,Bushfires: January 2014,603,0,0,0,0,unknown,2014-01-14,2014
Armadale,Western Australia,Western Australia bushfire: 5 February 2011,431,0,0,0,0,unknown,2011-02-05,2011
Augusta Margaret River,Western Australia,Western Australia-bushfire Augusta-Margaret River: 23 November 2011,462,0,0,0,0,unknown,2011-11-23,2011
Boddington,Western Australia,South West bushfires: 30 January 2015,648,0,0,0,0,unknown,2015-01-30,2015
Bridgetown-Greenbushes,Western Australia,AGRN 1009 - Bridgetown Bushfire (5-12 February 2022),1009,1,1,0,0,A/B,2022-02-05,2022
Bruce Rock,Western Australia,AGRN 1010 - Shackelton Complex Bushfire (6-15 February 2022),1010,1,1,0,0,A/B,2022-02-06,2022
Canning,Western Australia,Western Australia bushfire: 5 February 2011,431,0,0,0,0,unknown,2011-02-05,2011
Chittering,Western Australia,Western Australia bushfire: 5 February 2011,431,0,0,0,0,unknown,2011-02-05,2011
Coorow,Western Australia,Western Australia bushfires: 29 December 2009,365,0,0,0,0,unknown,2009-12-29,2009
Corrigin,Western Australia,AGRN 1010 - Shackelton Complex Bushfire (6-15 February 2022),1010,1,1,0,0,A/B,2022-02-06,2022
Dandaragan,Western Australia,Western Australia bushfires: 29 December 2009,365,0,0,0,0,unknown,2009-12-29,2009
Donnybrook-Balingup,Western Australia,South West bushfires: 12 February 2013,585,0,0,0,0,unknown,2013-02-12,2013
Esperance,Western Australia,Esperance Bushfire: 15 November 2015,688,0,0,0,0,unknown,2015-11-15,2015
Harvey,Western Australia,Bushfires in the Peel and South West regions of WA (Waroona Bushfire): 6 January 2016,694,0,0,0,0,unknown,2016-01-06,2016
Manjimup,Western Australia,South West bushfires: 30 January 2015,648,0,0,0,0,unknown,2015-01-30,2015
Mundaring,Western Australia,Parkerville bushfire: 12 January 2014,600,0,0,0,0,unknown,2014-01-12,2014
Mundaring,Western Australia,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,1,1,1,0,C/D,2021-02-01,2021
Murray,Western Australia,State-wide bushfires: January 2013,538,0,0,0,0,unknown,2013-01-01,2013
Serpentine-Jarrahdale,Western Australia,Western Australia bushfire: 5 February 2011,431,0,0,0,0,unknown,2011-02-05,2011
Swan,Western Australia,Western Australia bushfire: 5 February 2011,431,0,0,0,0,unknown,2011-02-05,2011
Swan,Western Australia,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,1,1,1,0,C/D,2021-02-01,2021
Swan,Western Australia,AGRN 1082 - Mariginiup Bushfire in Western Australia (22 November 2023 onwards),1082,1,1,0,0,A/B,2023-11-22,2023
Toodyay,Western Australia,Western Australia bushfires: 29 December 2009,365,0,0,0,0,unknown,2009-12-29,2009
Wanneroo,Western Australia,AGRN 1082 - Mariginiup Bushfire in Western Australia (22 November 2023 onwards),1082,1,1,0,0,A/B,2023-11-22,2023
Waroona,Western Australia,Bushfires in the Peel and South West regions of WA (Waroona Bushfire): 6 January 2016,694,0,0,0,0,unknown,2016-01-06,2016
York,Western Australia,St Ronans Bushfire: 10 January 2019,839,0,1,0,0,A/B,2019-01-10,2019
Break O'Day,Tasmania,St Helens Bushfire: commencing 17 October 2017,779,1,1,0,0,A/B,2017-10-17,2017
Break O'Day,Tasmania,Tasmanian Bushfires: 16 November 2019 onwards,913,1,1,0,0,A/B,2019-11-16,2019
Break O'Day,Tasmania,AGRN 1234 - Break O'Day Bushfires (commencing 9 December 2025),1234,1,1,0,0,A/B,2025-12-09,2025
Central Highlands,Tasmania,Bushfires: January 2013,537,0,0,0,0,unknown,2013-01-01,2013
Central Highlands,Tasmania,Tasmanian Bushfires: December 2018 and January 2019,838,1,1,0,1,C/D,2018-12-28,2018
Central Highlands,Tasmania,Tasmanian Bushfires: 16 November 2019 onwards,913,1,1,0,0,A/B,2019-11-16,2019
Circular Head,Tasmania,Bushfires: January 2013,537,0,0,0,0,unknown,2013-01-01,2013
Circular Head,Tasmania,North West Tasmanian Bushfires: January 2016,709,0,0,0,0,unknown,2016-01-13,2016
Circular Head,Tasmania,AGRN 1187 - Tasmanian West Coast Fires (February 2025),1187,1,1,0,1,C/D,2025-02-03,2025
Derwent Valley,Tasmania,Bushfires: January 2013,537,0,0,0,0,unknown,2013-01-01,2013
Derwent Valley,Tasmania,Molesworth bushfire: 6 February 2013,548,0,0,0,0,unknown,2013-02-06,2013
Derwent Valley,Tasmania,Tasmanian Bushfires: December 2018 and January 2019,838,1,1,0,1,C/D,2018-12-28,2018
Derwent Valley,Tasmania,AGRN 1227 - Southern Tasmania Bushfires (commencing 4 December 2025),1227,1,1,1,0,C/D,2025-12-04,2025
Flinders,Tasmania,Tasmanian Bushfires: 16 November 2019 onwards,913,1,1,0,0,A/B,2019-11-16,2019
Glamorgan-Spring Bay,Tasmania,Bushfires: January 2013,537,0,0,0,0,unknown,2013-01-01,2013
Glamorgan-Spring Bay,Tasmania,Tasmanian Bushfires: 16 November 2019 onwards,913,1,1,0,0,A/B,2019-11-16,2019
Glamorgan-Spring Bay,Tasmania,AGRN 1227 - Southern Tasmania Bushfires (commencing 4 December 2025),1227,1,1,1,0,C/D,2025-12-04,2025
Glenorchy,Tasmania,Molesworth bushfire: 6 February 2013,548,0,0,0,0,unknown,2013-02-06,2013
Glenorchy,Tasmania,AGRN 1227 - Southern Tasmania Bushfires (commencing 4 December 2025),1227,1,1,1,0,C/D,2025-12-04,2025
Huon Valley,Tasmania,Tasmanian Bushfires: December 2018 and January 2019,838,1,1,0,1,C/D,2018-12-28,2018
Huon Valley,Tasmania,AGRN 1227 - Southern Tasmania Bushfires (commencing 4 December 2025),1227,0,1,1,0,C/D,2025-12-04,2025
Kentish,Tasmania,North West Tasmanian Bushfires: January 2016,709,0,0,0,0,unknown,2016-01-13,2016
Kentish,Tasmania,AGRN 1187 - Tasmanian West Coast Fires (February 2025),1187,1,1,0,1,C/D,2025-02-03,2025
Meander Valley,Tasmania,North West Tasmanian Bushfires: January 2016,709,0,0,0,0,unknown,2016-01-13,2016
Meander Valley,Tasmania,AGRN 1187 - Tasmanian West Coast Fires (February 2025),1187,1,1,0,1,C/D,2025-02-03,2025
Sorell,Tasmania,Bushfires: January 2013,537,0,0,0,0,unknown,2013-01-01,2013
Southern Midlands,Tasmania,Tasmanian Bushfires: 16 November 2019 onwards,913,1,1,0,0,A/B,2019-11-16,2019
Southern Midlands,Tasmania,AGRN 1227 - Southern Tasmania Bushfires (commencing 4 December 2025),1227,1,1,1,0,C/D,2025-12-04,2025
Tasman,Tasmania,Bushfires: January 2013,537,0,0,0,0,unknown,2013-01-01,2013
Waratah-Wynyard,Tasmania,North West Tasmanian Bushfires: January 2016,709,0,0,0,0,unknown,2016-01-13,2016
Waratah-Wynyard,Tasmania,AGRN 1187 - Tasmanian West Coast Fires (February 2025),1187,1,1,0,1,C/D,2025-02-03,2025
West Coast,Tasmania,North West Tasmanian Bushfires: January 2016,709,0,0,0,0,unknown,2016-01-13,2016
West Coast,Tasmania,Tasmanian Bushfires: December 2018 and January 2019,838,1,1,0,1,C/D,2018-12-28,2018
West Coast,Tasmania,AGRN 1187 - Tasmanian West Coast Fires (February 2025),1187,1,1,0,1,C/D,2025-02-03,2025
Alice Springs,Northern Territory,Northern Territory-Central Australian bushfires: August 2011,459,0,0,0,0,unknown,2011-08-01,2011
Alice Springs,Northern Territory,AGRN 1068 - Southern Region Bushfire (August 2023 onwards),1068,1,1,0,0,A/B,2023-08-01,2023
Barkly,Northern Territory,Northern Territory-Central Australian bushfires: August 2011,459,0,0,0,0,unknown,2011-08-01,2011
Barkly,Northern Territory,AGRN 1068 - Southern Region Bushfire (August 2023 onwards),1068,1,1,0,0,A/B,2023-08-01,2023
Belyuen,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Central Desert,Northern Territory,Northern Territory-Central Australian bushfires: August 2011,459,0,0,0,0,unknown,2011-08-01,2011
Central Desert,Northern Territory,AGRN 1068 - Southern Region Bushfire (August 2023 onwards),1068,1,1,0,0,A/B,2023-08-01,2023
Coomalie,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Darwin,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
East Arnhem,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Katherine,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Litchfield,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
MacDonnell,Northern Territory,Northern Territory-Central Australian bushfires: August 2011,459,0,0,0,0,unknown,2011-08-01,2011
MacDonnell,Northern Territory,AGRN 1068 - Southern Region Bushfire (August 2023 onwards),1068,1,1,0,0,A/B,2023-08-01,2023
Palmerston,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Roper Gulf,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Roper Gulf,Northern Territory,AGRN 1068 - Southern Region Bushfire (August 2023 onwards),1068,1,1,0,0,A/B,2023-08-01,2023
Victoria Daly,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Victoria Daly,Northern Territory,AGRN 1068 - Southern Region Bushfire (August 2023 onwards),1068,1,1,0,0,A/B,2023-08-01,2023
Wagait,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
West Arnhem,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
West Daly,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Unincorporated NT,Northern Territory,AGRN 935 - Northern Territory Bushfires (1 August - 19 September 2020),935,1,1,0,0,A/B,2020-08-01,2020
Unincorporated ACT,Australian Capital Territory,Bushfire - Potters Hill: 18-20 March 2018,817,0,1,0,0,A/B,2018-03-18,2018
Unincorporated ACT,Australian Capital Territory,Australian Capital Territory Bushfires: December 2019 - February 2020,897,1,1,0,0,A/B,2019-12-01,2019
